Source,Target,Weight
12 GE.20-02934,"Movimiento Amplio por la Dignidad y Justicia (Honduras), Consejo Cívico de Organizaciones Populares e Indígenas de Honduras – COPINH (Honduras)",1
"Congregación de Nuestra Señora de la Caridad del Buen Pastor (Switzerland), Misioneras de San Carlos Borromeo – Scalabrinianas (Honduras), Franiscanos Conventuales (Honduras)",GE.20-02934 11,1
