Source,Target,Weight
Federatie van Nederlandse Verenigingen tot Integratie van Homoseksualiteit – COC Nederland,Nederlands Netwerk voor Intersekse/DSD – NNID,1
Federatie van Nederlandse Verenigingen tot Integratie van Homoseksualiteit – COC Nederland,and Transgender Netwerk Nederland – TNN (Netherlands),1
Nederlands Netwerk voor Intersekse/DSD – NNID,and Transgender Netwerk Nederland – TNN (Netherlands),1
