Source,Target,Weight
Centro de Investigación y Desarrollo para la Persona Sorda - CINDE,Federación Uruguaya Asociaciones de Padres de Personas con Discapacidad Intelectual — FUAP,1
Centro de Investigación y Desarrollo para la Persona Sorda - CINDE,Fundación Alejandra Forlán,1
Centro de Investigación y Desarrollo para la Persona Sorda - CINDE,Fundación Bensadoun Laurent,1
Centro de Investigación y Desarrollo para la Persona Sorda - CINDE,Grupo de Trabajo sobre Educación Inclusiva en Uruguay - GT-EI,1
Centro de Investigación y Desarrollo para la Persona Sorda - CINDE,Instituto Interamericano sobre Discapacidad y Desarrollo Inclusivo - iiDi,1
Centro de Investigación y Desarrollo para la Persona Sorda - CINDE,Juntos por un sueño — Comisión de Apoyo a personas con Discapacidad de Ciudad de la Costa,1
Federación Autismo Uruguay - FAU,Fundación Bensadoun Laurent,1
Federación Autismo Uruguay - FAU,Grupo de Trabajo sobre Educación Inclusiva en Uruguay - GT-EI,1
Federación Autismo Uruguay - FAU,Instituto Interamericano sobre Discapacidad y Desarrollo Inclusivo - iiDi,1
Instituto Interamericano sobre Discapacidad y Desarrollo Inclusivo - iiDi,Unión Nacional de Ciegos de Uruguay — UNCU (Uruguay),1
Fundación Bensadoun Laurent,Unión Nacional de Ciegos de Uruguay — UNCU (Uruguay),1
Grupo de Trabajo sobre Educación Inclusiva en Uruguay - GT-EI,Instituto Interamericano sobre Discapacidad y Desarrollo Inclusivo - iiDi,1
Grupo de Trabajo sobre Educación Inclusiva en Uruguay - GT-EI,Juntos por un sueño — Comisión de Apoyo a personas con Discapacidad de Ciudad de la Costa,1
Grupo de Trabajo sobre Educación Inclusiva en Uruguay - GT-EI,Movimiento Estamos Todos En Acción — M.E.T.A — Uruguay,1
Grupo de Trabajo sobre Educación Inclusiva en Uruguay - GT-EI,"Nacer, Crecer, Vivir — NACREVI",1
Grupo de Trabajo sobre Educación Inclusiva en Uruguay - GT-EI,Observatorio Uruguayo por los Derechos de las Personas con Discapacidad,1
Grupo de Trabajo sobre Educación Inclusiva en Uruguay - GT-EI,ProEdu Educación Inclusiva de Calidad,1
Grupo de Trabajo sobre Educación Inclusiva en Uruguay - GT-EI,Unión Nacional de Ciegos de Uruguay — UNCU (Uruguay),1
Instituto Interamericano sobre Discapacidad y Desarrollo Inclusivo - iiDi,Juntos por un sueño — Comisión de Apoyo a personas con Discapacidad de Ciudad de la Costa,1
Instituto Interamericano sobre Discapacidad y Desarrollo Inclusivo - iiDi,Movimiento Estamos Todos En Acción — M.E.T.A — Uruguay,1
Instituto Interamericano sobre Discapacidad y Desarrollo Inclusivo - iiDi,"Nacer, Crecer, Vivir — NACREVI",1
Instituto Interamericano sobre Discapacidad y Desarrollo Inclusivo - iiDi,Observatorio Uruguayo por los Derechos de las Personas con Discapacidad,1
Instituto Interamericano sobre Discapacidad y Desarrollo Inclusivo - iiDi,ProEdu Educación Inclusiva de Calidad,1
Juntos por un sueño — Comisión de Apoyo a personas con Discapacidad de Ciudad de la Costa,Movimiento Estamos Todos En Acción — M.E.T.A — Uruguay,1
Federación Autismo Uruguay - FAU,Juntos por un sueño — Comisión de Apoyo a personas con Discapacidad de Ciudad de la Costa,1
Juntos por un sueño — Comisión de Apoyo a personas con Discapacidad de Ciudad de la Costa,"Nacer, Crecer, Vivir — NACREVI",1
