Source,Target,Weight
Asociación de Sordos del Uruguay — ASUR (JUVESUR),Cotidiano Mujer,1
Asociación de Sordos del Uruguay — ASUR (JUVESUR),Federación Autismo Uruguay - FAU,1
Asociación de Sordos del Uruguay — ASUR (JUVESUR),Federación Uruguaya Asociaciones de Padres de Personas con Discapacidad Intelectual — FUAP,1
Asociación de Sordos del Uruguay — ASUR (JUVESUR),Fundación Alejandra Forlán,1
Asociación de Sordos del Uruguay — ASUR (JUVESUR),Fundación Bensadoun Laurent,1
Asociación de Sordos del Uruguay — ASUR (JUVESUR),Grupo de Trabajo sobre Educación Inclusiva en Uruguay - GT-EI,1
Asociación de Sordos del Uruguay — ASUR (JUVESUR),Instituto Interamericano sobre Discapacidad y Desarrollo Inclusivo - iiDi,1
Asociación de Sordos del Uruguay — ASUR (JUVESUR),Juntos por un sueño — Comisión de Apoyo a personas con Discapacidad de Ciudad de la Costa,1
Asociación de Sordos del Uruguay — ASUR (JUVESUR),Movimiento Estamos Todos En Acción — M.E.T.A — Uruguay,1
Asociación de Sordos del Uruguay — ASUR (JUVESUR),"Nacer, Crecer, Vivir — NACREVI",1
Asociación de Sordos del Uruguay — ASUR (JUVESUR),Observatorio Uruguayo por los Derechos de las Personas con Discapacidad,1
Asociación de Sordos del Uruguay — ASUR (JUVESUR),ProEdu Educación Inclusiva de Calidad,1
Asociación de Sordos del Uruguay — ASUR (JUVESUR),Unión Nacional de Ciegos de Uruguay — UNCU (Uruguay),1
Asociación de Usuarios de Montevideo e Interior de la República (ASUMIR),CENTEA Uruguay,1
Asociación de Usuarios de Montevideo e Interior de la República (ASUMIR),Centro de Archivos y Acceso a la Información Pública — CAinfo,1
Asociación de Usuarios de Montevideo e Interior de la República (ASUMIR),Centro de Capacitación Humanizadora — CECAHU,1
Asociación de Usuarios de Montevideo e Interior de la República (ASUMIR),Centro de Investigación y Desarrollo para la Persona Sorda - CINDE,1
Asociación de Usuarios de Montevideo e Interior de la República (ASUMIR),"Centro de Investigación, Educación y Encuentro Popular Rebellato (CIEENPRE JUNTOS)",1
Asociación de Usuarios de Montevideo e Interior de la República (ASUMIR),Cotidiano Mujer,1
Asociación de Usuarios de Montevideo e Interior de la República (ASUMIR),Federación Autismo Uruguay - FAU,1
Asociación de Usuarios de Montevideo e Interior de la República (ASUMIR),Federación Uruguaya Asociaciones de Padres de Personas con Discapacidad Intelectual — FUAP,1
Asociación de Usuarios de Montevideo e Interior de la República (ASUMIR),Fundación Alejandra Forlán,1
Asociación de Usuarios de Montevideo e Interior de la República (ASUMIR),Fundación Bensadoun Laurent,1
Asociación de Usuarios de Montevideo e Interior de la República (ASUMIR),Grupo de Trabajo sobre Educación Inclusiva en Uruguay - GT-EI,1
ProEdu Educación Inclusiva de Calidad,Unión Nacional de Ciegos de Uruguay — UNCU (Uruguay),1
