Source,Target,Weight
"CIVICUS: World Alliance for Citizen Participation, Johannesburg (South Africa)",Gulf Centre for Human Rights,1
"CIVICUS: World Alliance for Citizen Participation, Johannesburg (South Africa)","and the International Service for Human Rights, Geneva (Switzerland)",1
Gulf Centre for Human Rights,"and the International Service for Human Rights, Geneva (Switzerland)",1
