Source,Target,Weight
"Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Ueen Tebike, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Ueen Tebike, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Ueen Tebike, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Ueen Tebike, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Ueen te Bitati, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Ueen te Bitati, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Ueen te Bitati, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Ueen te Makeke, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Ueen te Makeke, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Ueen Aranuka, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Ueen Aranuka, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Terunganaine, (Kiribati)","Ueen Benita, (Kiribati)",1
"Ueen Aranuka, (Kiribati)","Ueen Benita, (Kiribati)",1
"Terunganaine, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Terunganaine, (Kiribati)","Ueen Tebike, (Kiribati)",1
"Terunganaine, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Terunganaine, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Terunganaine, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Terunganaine, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Tetokanimarakei, (Kiribati)","Ueen Abemama, (Kiribati)",1
"Tetokanimarakei, (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Tetokanimarakei, (Kiribati)","Ueen Benita, (Kiribati)",1
"Tetokanimarakei, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Tetokanimarakei, (Kiribati)","Ueen Tebike, (Kiribati)",1
"Tetokanimarakei, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Tetokanimarakei, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Tetokanimarakei, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Tetokanimarakei, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Ueen Abemama, (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Ueen Abemama, (Kiribati)","Ueen Benita, (Kiribati)",1
"Ueen Abemama, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Ueen Abemama, (Kiribati)","Ueen Tebike, (Kiribati)",1
"Ueen Abemama, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Ueen Abemama, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Ueen Abemama, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Ueen Abemama, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Reitan Nanoia Ainen Onotoa, (Kiribati)","Relief Society, (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Nei Baneawa, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Relief Society, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Terunganaine, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Tetokanimarakei, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Ueen Abemama, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Ueen Benita, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Ueen Tebike, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Ngareia, (Kiribati)","Nikabubutin Makin, (Kiribati)",1
"Ngareia, (Kiribati)","Reitan Ainen Boretetanti (RAB), (Kiribati)",1
"Ngareia, (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"Ngareia, (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Ngareia, (Kiribati)","Relief Society, (Kiribati)",1
"Ngareia, (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Ngareia, (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Ngareia, (Kiribati)","Terunganaine, (Kiribati)",1
"Ngareia, (Kiribati)","Tetokanimarakei, (Kiribati)",1
"Ngareia, (Kiribati)","Ueen Abemama, (Kiribati)",1
"Ngareia, (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Ngareia, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"Nei Mom, (Kiribati)","Nei Tiwiita, (Kiribati)",1
"Kiribati Women And Violence Elimination (KWAVE), (Kiribati)","Marewen Tabiteuea Meang, (Kiribati)",1
"Nei Mom, (Kiribati)","Nikabubutin Makin, (Kiribati)",1
"Nei Mom, (Kiribati)","Reitan Ainen Boretetanti (RAB), (Kiribati)",1
"Nei Mom, (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"Nei Mom, (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Nei Mom, (Kiribati)","Relief Society, (Kiribati)",1
"Nei Mom, (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Nei Mom, (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Nei Mom, (Kiribati)","Terunganaine, (Kiribati)",1
"Nei Mom, (Kiribati)","Tetokanimarakei, (Kiribati)",1
"Nei Mom, (Kiribati)","Ueen Abemama, (Kiribati)",1
"Nei Mom, (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Nei Mom, (Kiribati)","Ueen Benita, (Kiribati)",1
"Nei Mom, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Nei Mom, (Kiribati)","Ueen Tebike, (Kiribati)",1
"Nei Mom, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Nei Mom, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Nei Mom, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Nei Mom, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Ngareia, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Nikabubutin Makin, (Kiribati)",1
"Nei Tiwiita, (Kiribati)","Reitan Ainen Boretetanti (RAB), (Kiribati)",1
"Ngareia, (Kiribati)","Ueen Benita, (Kiribati)",1
"Ngareia, (Kiribati)","Ueen Tebike, (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Terunganaine, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Tetokanimarakei, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Ueen Abemama, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Ueen Benita, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Ueen Tebike, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Relief Society, (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Terunganaine, (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Tetokanimarakei, (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Ueen Abemama, (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Ueen Benita, (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Ueen Tebike, (Kiribati)",1
"Reitan Ainen KUC (RAK), (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Relief Society, (Kiribati)",1
"Ngareia, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Ngareia, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Ngareia, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Ngareia, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Reitan Ainen Boretetanti (RAB), (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Relief Society, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Terunganaine, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Tetokanimarakei, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Ueen Abemama, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Ueen Benita, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Ueen Tebike, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Nikabubutin Makin, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Reitan Aine ni Kamatu (RAK), (Kiribati)","Seventh Day Adventist Dorcas (Church Women Fellowship) (SDA DORCAS), (Kiribati)",1
"Reitan Aine ni Kamatu (RAK), (Kiribati)","Te Toa Matoa (Disability Group) (TTM), (Kiribati)",1
"Reitan Ainen Boretetanti (RAB), (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"Kiribati Women And Violence Elimination (KWAVE), (Kiribati)","Matangareia Ainen Tamana, (Kiribati)",1
"Kiribati School & Centre for Children with Special Needs (KSCCSN), (Kiribati)","Reitan Aine ni Kamatu (RAK), (Kiribati)",1
"Kiribati Women And Violence Elimination (KWAVE), (Kiribati)","Marewen Nonouti, (Kiribati)",1
"Ainen Beru, (Kiribati)","Marewen Tabiteuea Meang, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Ainen Beru, (Kiribati)",Ainen Kiribati Iaon Betio (AKEBE),1
"Ainen Beru, (Kiribati)","Ainen Teeraina, (Kiribati)",1
"Ainen Beru, (Kiribati)","Dorcas, (Kiribati)",1
"Ainen Beru, (Kiribati)","Irekenrao, (Kiribati)",1
"Ainen Beru, (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"Ainen Beru, (Kiribati)","Kiribati Women And Violence Elimination (KWAVE), (Kiribati)",1
"Ainen Beru, (Kiribati)","Kiribati Women Teachers Network Association (KWTNA), (Kiribati)",1
"Ainen Beru, (Kiribati)","Kometen Reitakiia Botaki n Aine (KRBA), (Kiribati)",1
"Ainen Beru, (Kiribati)","Marewen Nonouti, (Kiribati)",1
"Ainen Beru, (Kiribati)","Matangareia Ainen Tamana, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Ainen Beru, (Kiribati)","Ministry of Women in Action (MOWIA), (Kiribati)",1
"Ainen Beru, (Kiribati)","Nei Baneawa, (Kiribati)",1
"Ainen Beru, (Kiribati)","Nei Mom, (Kiribati)",1
"Ainen Beru, (Kiribati)","Nei Tiwiita, (Kiribati)",1
"Ainen Beru, (Kiribati)","Ngareia, (Kiribati)",1
"Ainen Beru, (Kiribati)","Nikabubutin Makin, (Kiribati)",1
"Ainen Beru, (Kiribati)","Reitan Ainen Boretetanti (RAB), (Kiribati)",1
"Ainen Beru, (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"Ainen Beru, (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Ainen Beru, (Kiribati)","Relief Society, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Ainen Beru, (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Ainen Arorae, (Kiribati)","Reitan Ainen Boretetanti (RAB), (Kiribati)",1
"Ainen Arorae, (Kiribati)","Kometen Reitakiia Botaki n Aine (KRBA), (Kiribati)",1
"Ainen Arorae, (Kiribati)","Marewen Nonouti, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Marewen Tabiteuea Meang, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Matangareia Ainen Tamana, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Ministry of Women in Action (MOWIA), (Kiribati)",1
"Ainen Arorae, (Kiribati)","Nei Baneawa, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Nei Mom, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Nei Tiwiita, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Ngareia, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Nikabubutin Makin, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"Ainen Arorae, (Kiribati)","Ueen Tebike, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Relief Society, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"Ainen Arorae, (Kiribati)","Terunganaine, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Tetokanimarakei, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Ueen Abemama, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Ueen Benita, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Ainen Beru, (Kiribati)","Tanimwarutamu, (Kiribati)",1
"Ainen Beru, (Kiribati)","Terunganaine, (Kiribati)",1
"Kiribati Women And Violence Elimination (KWAVE), (Kiribati)","Kometen Reitakiia Botaki n Aine (KRBA), (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Reitan Ainen KUC (RAK), (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Reitan Nanoia Ainen Onotoa, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Relief Society, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Tanimwarutamu, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Te Toa Matoa (TTM), (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Terunganaine, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Tetokanimarakei, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Ueen Abemama, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Ueen Aranuka, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Ueen Benita, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Ueen Tebike, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Nikabubutin Makin, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Ueen te Bitati, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Ueen te Makeke, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Ueen te Toaki, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Ueen te Ueanikai, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Dorcas, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Irekenrao, (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Kiribati Women And Violence Elimination (KWAVE), (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Kiribati Women Teachers Network Association (KWTNA), (Kiribati)",1
"Ainen Teeraina, (Kiribati)","Kometen Reitakiia Botaki n Aine (KRBA), (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Reitan Ainen Boretetanti (RAB), (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Ngareia, (Kiribati)",1
"Ainen Beru, (Kiribati)","Tetokanimarakei, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Dorcas, (Kiribati)",1
"Ainen Beru, (Kiribati)","Ueen Abemama, (Kiribati)",1
"Ainen Beru, (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Ainen Beru, (Kiribati)","Ueen Benita, (Kiribati)",1
"Ainen Beru, (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Ainen Beru, (Kiribati)","Ueen Tebike, (Kiribati)",1
"Ainen Beru, (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Ainen Beru, (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Ainen Beru, (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Ainen Beru, (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Ainen Teeraina, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Irekenrao, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Nei Tiwiita, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Kiribati Girl Guides Association (KGGA), (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Kiribati Women And Violence Elimination (KWAVE), (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Kiribati Women Teachers Network Association (KWTNA), (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Kometen Reitakiia Botaki n Aine (KRBA), (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Marewen Nonouti, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Marewen Tabiteuea Meang, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Matangareia Ainen Tamana, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Ministry of Women in Action (MOWIA), (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Nei Baneawa, (Kiribati)",1
Ainen Kiribati Iaon Betio (AKEBE),"Nei Mom, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Kiribati Women Teachers Network Association (KWTNA), (Kiribati)",1
"Ainen Arorae, (Kiribati)","Kiribati Women And Violence Elimination (KWAVE), (Kiribati)",1
"Ainen Arorae, (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Tanimwarutamu, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Nei Baneawa, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Nei Mom, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Nei Tiwiita, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ngareia, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Nikabubutin Makin, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Reitan Aine ni Kamatu (RAK), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Reitan Ainen Boretetanti (RAB), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Reitan Ainen KUC (RAK), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Reitan Nanoia Ainen Onotoa, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Relief Society, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Te Toa Matoa (TTM), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Matangareia Ainen Tamana, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Terunganaine, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Tetokanimarakei, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ueen Abemama, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ueen Aranuka, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ueen Benita, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ueen Tebike, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ueen te Bitati, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ueen te Makeke, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ueen te Toaki, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ministry of Women in Action (MOWIA), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Marewen Tabiteuea Meang, (Kiribati)",1
"Ainen Arorae, (Kiribati)","Irekenrao, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)",Ainen Kiribati Iaon Betio (AKEBE),1
),"Kiribati Family Health Association (KFHA), (Kiribati)",1
),"Kiribati Red Cross Society (KRCS), (Kiribati)",1
),"Kiribati School and Centre for Children with Special Needs (KSCCSN), (Kiribati)",1
),"Kiribati Scouts Association (KSA), (Kiribati)",1
),"Kiribati Women in Maritime Association (K-WIMA), (Kiribati)",1
),"Reitan Aine ni Kamatu (RAK), (Kiribati)",1
),"Te Toa Matoa (TTM), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Aia Botaki Ainen Butaritari (ABAB), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ainen Arorae, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ainen Beru, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ainen Teeraina, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Marewen Nonouti, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Assemblies of God (AOG), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Dorcas, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Healthy Eita Maeao Organisation (HEMO), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Irekenrao, (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Kiribati Family Health Association (KFHA), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Kiribati Girl Guides Association (KGGA), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Kiribati Women And Violence Elimination (KWAVE), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Kiribati Women Teachers Network Association (KWTNA), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Kiribati Women in Maritime Association (K-WIMA), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Kometen Reitakiia Botaki n Aine (KRBA), (Kiribati)",1
"AIA MAEA AINEN KIRIBATI (AMAK), (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ainen Arorae, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ainen Beru, (Kiribati)",1
"Aia Mwaea Ainen Kiribati (AMAK), (Kiribati)","IREKENRAO Women Association, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ueen Aranuka, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ueen Benita, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ueen Kirabun Eutan Tarawa Ieta (UKETI), (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ueen Tebike, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ueen te Bitati, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ueen te Makeke, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ueen te Toaki, (Kiribati)",1
"Aia Botaki Ainen Butaritari (ABAB), (Kiribati)","Ueen te Ueanikai, (Kiribati)",1
