Source,Target,Weight
"Institute of Migration and Social Changes, Yerevan (Armenia)","Iravates Club NGO, Hrazdan (Armenia)",1
"Institute of Migration and Social Changes, Yerevan (Armenia)","Institute of Public Policy, Yerevan (Armenia)",1
"Helsinki Citizens’ Assembly–Vanadzor, Vanadzor (Armenia)","Martuni Women's Community Council NGO, Martuni (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)","Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)","Protection of Rights without Borders NGO, Yerevan (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)","Real World, Real People NGO, Yerevan (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)","Sexual Assault Crisis Center NGO, Yerevan (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)","Social justice NGO, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"Helsinki Citizens’ Assembly–Vanadzor, Vanadzor (Armenia)","Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)","Society Without Violence NGO, Yerevan (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"Human Rights Research Center, Yerevan (Armenia)","Women’s Resource Center Armenia, Yerevan (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"Helsinki Citizens’ Assembly–Vanadzor, Vanadzor (Armenia)","Legal Analyses and Development Center, Yerevan (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)","Women's Empowerment Center' NGO, Yerevan (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Human Rights Research Center NGO, Yerevan (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
"Human Rights Research Center NGO, Yerevan (Armenia)",Youth Syunik Youth NGO,1
"Advocates for Human Rights, Minneapolis (United States of America)","Human Rights Research Center, Yerevan (Armenia)",1
Law Development and Protection Foundation,"Open Society Foundations–Armenia, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"Real World, Real People NGO, Yerevan (Armenia)","Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",1
"Protection of Rights without Borders NGO, Yerevan (Armenia)","Sexual Assault Crisis Center NGO, Yerevan (Armenia)",1
"Protection of Rights without Borders NGO, Yerevan (Armenia)","Society Without Violence NGO, Yerevan (Armenia)",1
"Protection of Rights without Borders NGO, Yerevan (Armenia)","Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",1
"Protection of Rights without Borders NGO, Yerevan (Armenia)","Transparency International Anticorruption Center, Yerevan (Armenia)",1
"Protection of Rights without Borders NGO, Yerevan (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"Protection of Rights without Borders NGO, Yerevan (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"Protection of Rights without Borders NGO, Yerevan (Armenia)","We Plus Social NGO, Gyumri (Armenia)",1
"Protection of Rights without Borders NGO, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Protection of Rights without Borders NGO, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Protection of Rights without Borders NGO, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Real World, Real People NGO, Yerevan (Armenia)","Social justice NGO, Yerevan (Armenia)",1
"Real World, Real People NGO, Yerevan (Armenia)","Transparency International Anticorruption Center, Yerevan (Armenia)",1
"Pink Human Rights Defender NGO, Yerevan (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
"Real World, Real People NGO, Yerevan (Armenia)","We Plus Social NGO, Gyumri (Armenia)",1
"Real World, Real People NGO, Yerevan (Armenia)","Women's Empowerment Center' NGO, Yerevan (Armenia)",1
"Real World, Real People NGO, Yerevan (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
"Real World, Real People NGO, Yerevan (Armenia)",Youth Syunik Youth NGO,1
"Real World, Real People, Yerevan (Armenia)","Socioscope, Yerevan (Armenia)",1
"Real World, Real People, Yerevan (Armenia)","Women’s Resource Center, Yerevan (Armenia)",1
"Sexual Assault Crisis Center NGO, Yerevan (Armenia)","Society Without Violence NGO, Yerevan (Armenia)",1
"Sexual Assault Crisis Center NGO, Yerevan (Armenia)","Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",1
"Sexual Assault Crisis Center NGO, Yerevan (Armenia)","Transparency International Anticorruption Center, Yerevan (Armenia)",1
"Sexual Assault Crisis Center NGO, Yerevan (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"Sexual Assault Crisis Center NGO, Yerevan (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"Pink Human Rights Defender NGO, Yerevan (Armenia)",Youth Syunik Youth NGO,1
"Pink Human Rights Defender NGO, Yerevan (Armenia)","Women's Empowerment Center' NGO, Yerevan (Armenia)",1
"Sexual Assault Crisis Center NGO, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"Open Society Foundations–Armenia, Yerevan (Armenia)","Women's Empowerment Center' NGO, Yerevan (Armenia)",1
"Open Society Foundations–Armenia, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Open Society Foundations–Armenia, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Open Society Foundations–Armenia, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Open Society Foundations–Armenia, Yerevan (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
"Open Society Foundations–Armenia, Yerevan (Armenia)",Youth Syunik Youth NGO,1
"Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)","Protection of Rights without Borders NGO, Yerevan (Armenia)",1
"Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)","Sexual Assault Crisis Center NGO, Yerevan (Armenia)",1
"Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)","Society Without Violence NGO, Yerevan (Armenia)",1
"Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)","Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",1
"Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)","Transparency International Anticorruption Center, Yerevan (Armenia)",1
"Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"Pink Human Rights Defender NGO, Yerevan (Armenia)","We Plus Social NGO, Gyumri (Armenia)",1
"Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)","We Plus Social NGO, Gyumri (Armenia)",1
"Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Pink Armenia, Yerevan (Armenia)","Real World, Real People, Yerevan (Armenia)",1
"Pink Armenia, Yerevan (Armenia)","Socioscope, Yerevan (Armenia)",1
"Pink Armenia, Yerevan (Armenia)","Women’s Resource Center, Yerevan (Armenia)",1
"Pink Human Rights Defender NGO, Yerevan (Armenia)","Real World, Real People NGO, Yerevan (Armenia)",1
"Pink Human Rights Defender NGO, Yerevan (Armenia)","Social justice NGO, Yerevan (Armenia)",1
"Pink Human Rights Defender NGO, Yerevan (Armenia)","Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",1
"Pink Human Rights Defender NGO, Yerevan (Armenia)","Transparency International Anticorruption Center, Yerevan (Armenia)",1
"Sexual Assault Crisis Center NGO, Yerevan (Armenia)","We Plus Social NGO, Gyumri (Armenia)",1
"Sexual Assault Crisis Center NGO, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","Protection of Rights without Borders NGO, Yerevan (Armenia)",1
"United Nations Association of Armenia, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Transparency International Anticorruption Center, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Transparency International Anticorruption Center, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Transparency International Anticorruption Center, Yerevan (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
"Transparency International Anticorruption Center, Yerevan (Armenia)",Youth Syunik Youth NGO,1
"Union of Informed Citizens Consulting NGO, Yerevan (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"Union of Informed Citizens Consulting NGO, Yerevan (Armenia)","We Plus Social NGO, Gyumri (Armenia)",1
"Union of Informed Citizens Consulting NGO, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Union of Informed Citizens Consulting NGO, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"United Nations Association of Armenia, Yerevan (Armenia)","We Plus Social NGO, Gyumri (Armenia)",1
"United Nations Association of Armenia, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"United Nations Association of Armenia, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Transparency International Anticorruption Center, Yerevan (Armenia)","Women's Empowerment Center' NGO, Yerevan (Armenia)",1
"We Plus Social NGO, Gyumri (Armenia)","Women's Empowerment Center' NGO, Yerevan (Armenia)",1
"We Plus Social NGO, Gyumri (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"We Plus Social NGO, Gyumri (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"We Plus Social NGO, Gyumri (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"We Plus Social NGO, Gyumri (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
"We Plus Social NGO, Gyumri (Armenia)",Youth Syunik Youth NGO,1
"Women's Empowerment Center' NGO, Yerevan (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
"Women's Empowerment Center' NGO, Yerevan (Armenia)",Youth Syunik Youth NGO,1
"Women's Resource Center NGO, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Women's Resource Center NGO, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Women's Support Center NGO, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Transparency International Anticorruption Center, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Transparency International Anticorruption Center, Yerevan (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"Sexual Assault Crisis Center NGO, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Society Without Violence NGO, Yerevan (Armenia)","We Plus Social NGO, Gyumri (Armenia)",1
"Sexual Rights Initiative, Geneva (Switzerland)","Women’s Resource Center Armenia, Yerevan (Armenia)",1
"Social justice NGO, Yerevan (Armenia)","Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",1
"Social justice NGO, Yerevan (Armenia)","Transparency International Anticorruption Center, Yerevan (Armenia)",1
"Social justice NGO, Yerevan (Armenia)","We Plus Social NGO, Gyumri (Armenia)",1
"Social justice NGO, Yerevan (Armenia)","Women's Empowerment Center' NGO, Yerevan (Armenia)",1
"Social justice NGO, Yerevan (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
"Social justice NGO, Yerevan (Armenia)",Youth Syunik Youth NGO,1
"Society Without Violence NGO, Yerevan (Armenia)","Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",1
"Society Without Violence NGO, Yerevan (Armenia)","Transparency International Anticorruption Center, Yerevan (Armenia)",1
"Society Without Violence NGO, Yerevan (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"Society Without Violence NGO, Yerevan (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"Society Without Violence NGO, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Transparency International Anticorruption Center, Yerevan (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"Society Without Violence NGO, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Society Without Violence NGO, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Socioscope, Yerevan (Armenia)","Women’s Resource Center, Yerevan (Armenia)",1
"Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)","Women's Empowerment Center' NGO, Yerevan (Armenia)",1
"Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
"Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",Youth Syunik Youth NGO,1
"Open Society Foundations–Armenia, Yerevan (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"Open Society Foundations–Armenia, Yerevan (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"Open Society Foundations–Armenia, Yerevan (Armenia)","Society Without Violence NGO, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
Law Development and Protection Foundation,Yezidi Center for Human Rights Human Rights Defender NGO,1
"Legal Analyses and Development Center, Yerevan (Armenia)","Mission Armenia NGO, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","New Generation Humanitarian NGO, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","Open Society Foundations–Armenia, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","Protection of Rights without Borders NGO, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","Sexual Assault Crisis Center NGO, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","Society Without Violence NGO, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","Transparency International Anticorruption Center, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
Law Development and Protection Foundation,"Women's Resource Center NGO, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","We Plus Social NGO, Gyumri (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Legal Analyses and Development Center, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Martuni Women's Community Council NGO, Martuni (Armenia)","Mission Armenia NGO, Yerevan (Armenia)",1
"Martuni Women's Community Council NGO, Martuni (Armenia)","New Generation Humanitarian NGO, Yerevan (Armenia)",1
"Martuni Women's Community Council NGO, Martuni (Armenia)","Open Society Foundations–Armenia, Yerevan (Armenia)",1
"Martuni Women's Community Council NGO, Martuni (Armenia)","Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"Martuni Women's Community Council NGO, Martuni (Armenia)","Real World, Real People NGO, Yerevan (Armenia)",1
"Martuni Women's Community Council NGO, Martuni (Armenia)","Social justice NGO, Yerevan (Armenia)",1
"Martuni Women's Community Council NGO, Martuni (Armenia)","Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",1
Law Development and Protection Foundation,"Women's Support Center NGO, Yerevan (Armenia)",1
Law Development and Protection Foundation,"We Plus Social NGO, Gyumri (Armenia)",1
"Open Society Foundations–Armenia, Yerevan (Armenia)","Social justice NGO, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)",Youth Syunik Youth NGO,1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","Real World, Real People NGO, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","Sexual Assault Crisis Center NGO, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","Social justice NGO, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","Society Without Violence NGO, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","Women's Empowerment Center' NGO, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Khoran Ard Intellectual NGO, Gyumri (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
Law Development and Protection Foundation,"Legal Analyses and Development Center, Yerevan (Armenia)",1
Law Development and Protection Foundation,"United Nations Association of Armenia, Yerevan (Armenia)",1
Law Development and Protection Foundation,"Mission Armenia NGO, Yerevan (Armenia)",1
Law Development and Protection Foundation,"New Generation Humanitarian NGO, Yerevan (Armenia)",1
Law Development and Protection Foundation,"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)",1
"Group of Public Monitors Implementing Supervision over the Criminal-Executive Institutions and Bodies of the Ministry of Justice of RA, Yerevan (Armenia)","Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",1
Law Development and Protection Foundation,"Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)",1
Law Development and Protection Foundation,"Protection of Rights without Borders NGO, Yerevan (Armenia)",1
Law Development and Protection Foundation,"Sexual Assault Crisis Center NGO, Yerevan (Armenia)",1
Law Development and Protection Foundation,"Society Without Violence NGO, Yerevan (Armenia)",1
Law Development and Protection Foundation,"Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",1
Law Development and Protection Foundation,"Transparency International Anticorruption Center, Yerevan (Armenia)",1
Law Development and Protection Foundation,"Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"Martuni Women's Community Council NGO, Martuni (Armenia)","Transparency International Anticorruption Center, Yerevan (Armenia)",1
"Martuni Women's Community Council NGO, Martuni (Armenia)","We Plus Social NGO, Gyumri (Armenia)",1
"Martuni Women's Community Council NGO, Martuni (Armenia)","Women's Empowerment Center' NGO, Yerevan (Armenia)",1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)","Spitak Helsinki Group Human Rights NGO, Spitak (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Women's Empowerment Center' NGO, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)",Youth Syunik Youth NGO,1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)","Open Society Foundations–Armenia, Yerevan (Armenia)",1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)","Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)","Protection of Rights without Borders NGO, Yerevan (Armenia)",1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)","Sexual Assault Crisis Center NGO, Yerevan (Armenia)",1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)","Society Without Violence NGO, Yerevan (Armenia)",1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)","Transparency International Anticorruption Center, Yerevan (Armenia)",1
"Martuni Women's Community Council NGO, Martuni (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)","We Plus Social NGO, Gyumri (Armenia)",1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Open Society Foundations–Armenia, Yerevan (Armenia)","Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"Open Society Foundations–Armenia, Yerevan (Armenia)","Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"Open Society Foundations–Armenia, Yerevan (Armenia)","Protection of Rights without Borders NGO, Yerevan (Armenia)",1
"Open Society Foundations–Armenia, Yerevan (Armenia)","Real World, Real People NGO, Yerevan (Armenia)",1
"Open Society Foundations–Armenia, Yerevan (Armenia)","Sexual Assault Crisis Center NGO, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Society Without Violence NGO, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Social justice NGO, Yerevan (Armenia)",1
"Martuni Women's Community Council NGO, Martuni (Armenia)",Youth Syunik Youth NGO,1
"Mission Armenia NGO, Yerevan (Armenia)","Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)","Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)","Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)","Protection of Rights without Borders NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)","Real World, Real People NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)","Sexual Assault Crisis Center NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)","Social justice NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)","Society Without Violence NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)","Union of Informed Citizens Consulting NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)","United Nations Association of Armenia, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)","Women's Empowerment Center' NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)","Women's Resource Center NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)","Women's Support Center NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)",Yezidi Center for Human Rights Human Rights Defender NGO,1
"Mission Armenia NGO, Yerevan (Armenia)","Youth Avangard NGO, Yerevan (Armenia)",1
"Mission Armenia NGO, Yerevan (Armenia)",Youth Syunik Youth NGO,1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Protection of Rights without Borders NGO, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Real World, Real People NGO, Yerevan (Armenia)",1
"New Generation Humanitarian NGO, Yerevan (Armenia)","Sexual Assault Crisis Center NGO, Yerevan (Armenia)",1
"Group of Public Monitors Implementing Supervision over the Criminal-Executive Institutions and Bodies of the Ministry of Justice of RA, Yerevan (Armenia)","Transparency International Anticorruption Center, Yerevan (Armenia)",1
"Group of Public Monitors Implementing Supervision over the Criminal-Executive Institutions and Bodies of the Ministry of Justice of RA, Yerevan (Armenia)","Institute of Public Policy, Yerevan (Armenia)",1
"Group of Public Monitors Implementing Supervision over the Criminal-Executive Institutions and Bodies of the Ministry of Justice of RA, Yerevan (Armenia)","Society Without Violence NGO, Yerevan (Armenia)",1
"Armenian Progressive Youth NGO, Yerevan (Armenia)","Mission Armenia NGO, Yerevan (Armenia)",1
"Armenian Progressive Youth NGO, Yerevan (Armenia)","Non-Discrimination and Equality Coalition NGO, Yerevan (Armenia)",1
"Armenian Progressive Youth NGO, Yerevan (Armenia)","Open Society Foundations–Armenia, Yerevan (Armenia)",1
"Armenian Progressive Youth NGO, Yerevan (Armenia)","Peace Dialogue NGO, Vanadzor (Armenia), Pink Human Rights Defender NGO, Yerevan (Armenia)",1
"Armenian Progressive Youth NGO, Yerevan (Armenia)","Protection of Rights without Borders NGO, Yerevan (Armenia)",1
"Armenian Progressive Youth NGO, Yerevan (Armenia)","Sexual Assault Crisis Center NGO, Yerevan (Armenia)",1
