Source,Target,Weight
"India), Federation for Women and Family Planning (Poland), Egyptian Initiative for Personal Rights (EIPR))","Portuguese Family Planning Association (Associação Para o Planeamento da Família) (APF) (Lisbon, Portugal) and members of the Sexual Rights Initative coalition: Action Canada for Population and Development (ACPD), Akahatá (Argentina), Coalition of African Lesbians (CAL), Creating Resources for Empowerment in Action (CREA",1
