Source,Target,Weight
"Anti-Death Penalty Asia Network (ADPAN), Ensemble contre la peine de mort (ECPM), The Advocates for Human Rights, Harm Reduction International (HRI), The World Coalition Against the Death Penalty (WCADP), Kuala Lumpur and Selangor Chinese Assembly Hall Civil Rights Committee (KLSCAHC/Malaysia)",Malaysians Against the Death Penalty (MADPET),1
ECPAT International and End CSEC Network (Protect and Save the Children Association,"Majlis Kabajikan Kanak-Kanak Malaysia - Malaysian Council for Child Welfare, Good Shepherd Services, Protect and Save the Children - P.S. The Children Malaysia)",1
